Freq.	V(vout)
2.40452886923481e+003	-1.63961400935613e+000
2.46053754162475e+003	-1.63960257761505e+000
2.51785082358832e+003	-1.63959174550610e+000
2.57649910338625e+003	-1.63958148945413e+000
2.63651347711280e+003	-1.63957178716091e+000
2.69792576518329e+003	-1.63956261755128e+000
2.76076852920575e+003	-1.63955396072514e+000
2.82507508924549e+003	-1.63954579791247e+000
2.89087954149184e+003	-1.63953811142908e+000
2.95821677633640e+003	-1.63953088463536e+000
3.02712249687240e+003	-1.63952410189985e+000
3.09763323782494e+003	-1.63951774856267e+000
3.16978638492221e+003	-1.63951181090320e+000
3.24362019471784e+003	-1.63950627610664e+000
3.31917381487510e+003	-1.63950113223738e+000
3.39648730492347e+003	-1.63949636821134e+000
3.47560165749873e+003	-1.63949197377002e+000
3.55655882007782e+003	-1.63948793945986e+000
3.63940171721994e+003	-1.63948425660751e+000
3.72417427332571e+003	-1.63948091730320e+000
3.81092143592647e+003	-1.63947791438385e+000
3.89968919951606e+003	-1.63947524141337e+000
3.99052462993773e+003	-1.63947289267332e+000
4.08347588933903e+003	-1.63947086314551e+000
4.17859226170805e+003	-1.63946914850567e+000
4.27592417900444e+003	-1.63946774511076e+000
4.37552324789908e+003	-1.63946664999276e+000
4.47744227713665e+003	-1.63946586085184e+000
4.58173530553552e+003	-1.63946537605263e+000
4.68845763063981e+003	-1.63946519461880e+000
4.79766583803895e+003	-1.63946531623467e+000
4.90941783137003e+003	-1.63946574124285e+000
5.02377286301913e+003	-1.63946647064591e+000
5.14079156553769e+003	-1.63946750611049e+000
5.26053598379073e+003	-1.63946884997072e+000
5.38306960785379e+003	-1.63947050523471e+000
5.50845740667629e+003	-1.63947247559226e+000
5.63676586252887e+003	-1.63947476542482e+000
5.76806300625317e+003	-1.63947737981488e+000
5.90241845333273e+003	-1.63948032456112e+000
6.03990344080399e+003	-1.63948360618981e+000
6.18059086502713e+003	-1.63948723197345e+000
6.32455532033671e+003	-1.63949120994834e+000
6.47187313859252e+003	-1.63949554893405e+000
6.62262242965177e+003	-1.63950025855554e+000
6.77688312278400e+003	-1.63950534926619e+000
6.93473700905058e+003	-1.63951083237697e+000
7.09626778467146e+003	-1.63951672008011e+000
7.26156109540197e+003	-1.63952302548431e+000
7.43070458194339e+003	-1.63952976264512e+000
7.60378792641117e+003	-1.63953694660060e+000
7.78090289988555e+003	-1.63954459341053e+000
7.96214341106988e+003	-1.63955272019657e+000
8.14760555608219e+003	-1.63956134518740e+000
8.33738766940664e+003	-1.63957048776422e+000
8.53159037603179e+003	-1.63958016851262e+000
8.73031664480325e+003	-1.63959040927317e+000
8.93367184301919e+003	-1.63960123320396e+000
9.14176379229743e+003	-1.63961266483717e+000
9.35470282574389e+003	-1.63962473014648e+000
9.57260184645269e+003	-1.63963745661670e+000
9.79557638736884e+003	-1.63965087331721e+000
1.00237446725454e+004	-1.63966501098123e+000
1.02572276798272e+004	-1.63967990209226e+000
1.04961492049954e+004	-1.63969558097036e+000
1.07406359274050e+004	-1.63971208387039e+000
1.09908174771524e+004	-1.63972944908422e+000
1.12468265038069e+004	-1.63974771704823e+000
1.15087987467430e+004	-1.63976693046059e+000
1.17768731071117e+004	-1.63978713440474e+000
1.20511917214871e+004	-1.63980837647986e+000
1.23319000372295e+004	-1.63983070694487e+000
1.26191468896038e+004	-1.63985417886523e+000
1.29130845806930e+004	-1.63987884827621e+000
1.32138689601518e+004	-1.63990477435167e+000
1.35216595078395e+004	-1.63993201958788e+000
1.38366194183786e+004	-1.63996065000018e+000
1.41589156876826e+004	-1.63999073533064e+000
1.44887192014997e+004	-1.64002234926882e+000
1.48262048260182e+004	-1.64005556969702e+000
1.51715515005835e+004	-1.64009047893959e+000
1.55249423325737e+004	-1.64012716403795e+000
1.58865646944855e+004	-1.64016571704721e+000
1.62566103232818e+004	-1.64020623534408e+000
1.66352754220533e+004	-1.64024882196799e+000
1.70227607640474e+004	-1.64029358597935e+000
1.74192717991215e+004	-1.64034064284755e+000
1.78250187626748e+004	-1.64039011486505e+000
